TimeStep,Pac,Temperature,Vac,VarDate
6:15,0,23.2,208.69,2015-05-01
6:20,0,23.2,208.51,2015-05-01
6:25,0.72,23.2,209.1,2015-05-01
6:30,11.59,23.27,209.13,2015-05-01
6:35,29.57,23.78,209.02,2015-05-01
6:40,57.61,23.86,208.93,2015-05-01
6:45,93.42,24.38,209.11,2015-05-01
6:50,132.48,24.5,209.32,2015-05-01
6:55,196.09,24.9,209.51,2015-05-01
7:00,171.71,25.1,209.35,2015-05-01
7:05,179.45,25.1,209.47,2015-05-01
7:10,140.13,25.1,209.12,2015-05-01
7:15,155.54,25.27,209.16,2015-05-01
7:20,200.84,25.7,209.19,2015-05-01
7:25,264.48,25.9,209.73,2015-05-01
7:30,283.92,26.39,209.65,2015-05-01
7:35,329.28,26.5,209.6,2015-05-01
7:40,349.76,26.96,209.54,2015-05-01
7:45,363.14,27,209.42,2015-05-01
7:50,412.31,27.32,209.4,2015-05-01
7:55,456.58,27.61,209.8,2015-05-01
8:00,491.3,28.16,210.13,2015-05-01
8:05,516.03,28.3,210.56,2015-05-01
8:10,541.23,28.84,211.23,2015-05-01
8:15,589.66,29.18,211.12,2015-05-01
8:20,584.59,29.48,210.77,2015-05-01
8:25,622.64,29.74,210.76,2015-05-01
8:30,735.19,30.37,211,2015-05-01
8:35,792.32,30.93,210.97,2015-05-01
8:40,809.49,31.4,210.76,2015-05-01
8:45,822.22,31.68,210.6,2015-05-01
8:50,872.42,32,210.65,2015-05-01
8:55,889,32.44,210.85,2015-05-01
9:00,970.58,32.89,210.65,2015-05-01
9:05,1020.07,33.32,210.35,2015-05-01
9:10,953.61,33.61,210.36,2015-05-01
9:15,1007.14,33.83,210.51,2015-05-01
9:20,1068.7,34.42,210.38,2015-05-01
9:25,1069.76,34.5,210.29,2015-05-01
9:30,1135.88,35.13,210.36,2015-05-01
9:35,1257.96,35.55,210.62,2015-05-01
9:40,1446.5,36.58,210.81,2015-05-01
9:45,1459.93,37.2,210.61,2015-05-01
9:50,1533.01,37.8,210.72,2015-05-01
9:55,1559.97,38.28,210.64,2015-05-01
10:00,1676.09,38.89,210.57,2015-05-01
10:05,1694.73,39.3,210.74,2015-05-01
10:10,1736.19,40.12,210.63,2015-05-01
10:15,1789.7,40.52,210.73,2015-05-01
10:20,1925.57,41.19,210.73,2015-05-01
10:25,2278.08,42.87,210.68,2015-05-01
10:30,2113.75,43.2,210.49,2015-05-01
10:35,2119.99,43.5,210.45,2015-05-01
10:40,2253.36,44.25,210.38,2015-05-01
10:45,2305.12,45.13,210.38,2015-05-01
10:50,2510.93,45.97,210.49,2015-05-01
10:55,2453.15,46.63,210.28,2015-05-01
11:00,2524.81,47.34,210.1,2015-05-01
11:05,2558.3,47.58,210.31,2015-05-01
11:10,2806.57,49.11,210.35,2015-05-01
11:15,2403.48,48.59,210.21,2015-05-01
11:20,2465.19,48.59,210.28,2015-05-01
11:25,2395.39,48.84,210.21,2015-05-01
11:30,2401.23,48.74,210.38,2015-05-01
11:35,2518.42,49.32,210.64,2015-05-01
11:40,2455.33,49.54,210.59,2015-05-01
11:45,2324,49.08,210.39,2015-05-01
11:50,2417.07,49.58,210.27,2015-05-01
11:55,2568.22,50.28,210.34,2015-05-01
12:00,2359.85,49.64,210.33,2015-05-01
12:05,2592.64,50.45,210.22,2015-05-01
12:10,2337.77,50.36,210.02,2015-05-01
12:15,2391.34,50.31,210.17,2015-05-01
12:20,2300.33,50.12,210.18,2015-05-01
12:25,2489.83,50.57,210.22,2015-05-01
12:30,2753.86,51.53,210.06,2015-05-01
12:35,2650.7,51.98,210.1,2015-05-01
12:40,2474.2,51.62,209.91,2015-05-01
12:45,2584.84,52.03,210.09,2015-05-01
12:50,2336.62,51.49,209.94,2015-05-01
12:55,2414.11,51.49,209.95,2015-05-01
13:00,2346.53,51.42,209.66,2015-05-01
13:05,2366.72,51.47,210.12,2015-05-01
13:10,2456.61,51.74,210.13,2015-05-01
13:15,2614.15,52.28,210.23,2015-05-01
13:20,2851.85,53.29,210.3,2015-05-01
13:25,2765.62,53.57,210.29,2015-05-01
13:30,2800.89,54.06,210.38,2015-05-01
13:35,2767.97,54.11,210.29,2015-05-01
13:40,2784.43,54.73,210.15,2015-05-01
13:45,2755.78,54.78,210.17,2015-05-01
13:50,2573.59,54.01,210.27,2015-05-01
13:55,2609.5,54.03,210.2,2015-05-01
14:00,2670.37,54.4,210.24,2015-05-01
14:05,3052.9,55.7,210.38,2015-05-01
14:10,3226.13,56.42,210.19,2015-05-01
14:15,3059.44,57.64,210.4,2015-05-01
14:20,2653.87,56.11,210.13,2015-05-01
14:25,2712.14,55.7,210.26,2015-05-01
14:30,2470.42,55.34,210.08,2015-05-01
14:35,2601.69,55.18,210.11,2015-05-01
14:40,2764.25,55.64,210.32,2015-05-01
14:45,2772.14,55.7,210.52,2015-05-01
14:50,3231.53,57.37,210.55,2015-05-01
14:55,2950.96,57.62,210.54,2015-05-01
15:00,2851.97,57.08,210.45,2015-05-01
15:05,2595.72,56.38,210.47,2015-05-01
15:10,2589.42,56.05,210.54,2015-05-01
15:15,2852.88,56.8,210.64,2015-05-01
15:20,2507.5,56.01,210.36,2015-05-01
15:25,2659.08,56.05,210.25,2015-05-01
15:30,3031.22,57.49,210.41,2015-05-01
15:35,3507.33,59.33,210.89,2015-05-01
15:40,3056.28,59.23,210.82,2015-05-01
15:45,2351.66,57.29,210.45,2015-05-01
15:50,2315.44,55.9,210.51,2015-05-01
15:55,2754.89,57.11,210.86,2015-05-01
16:00,2524.51,56.29,210.87,2015-05-01
16:05,2433.62,55.88,210.69,2015-05-01
16:10,2244.68,55.05,210.51,2015-05-01
16:15,2517.23,55.53,210.49,2015-05-01
16:20,2324.81,55.04,210.49,2015-05-01
16:25,2048.23,54.59,210.37,2015-05-01
16:30,1970.7,53.28,210.42,2015-05-01
16:35,2050.55,53.12,210.42,2015-05-01
16:40,1800.97,52.77,210.28,2015-05-01
16:45,1682.82,51.57,210.25,2015-05-01
16:50,1633.12,51.04,210.51,2015-05-01
16:55,1633.04,50.65,210.46,2015-05-01
17:00,1515.27,50.04,210.45,2015-05-01
17:05,1467.1,49.46,210.62,2015-05-01
17:10,1401.22,48.95,211,2015-05-01
17:15,1393.35,48.69,210.04,2015-05-01
17:20,1213.7,47.91,209.95,2015-05-01
17:25,1151.31,47.11,210.21,2015-05-01
17:30,1016.03,46.45,209.89,2015-05-01
17:35,948.33,45.74,210.24,2015-05-01
17:40,826.47,44.95,209.98,2015-05-01
17:45,743.61,44.26,209.94,2015-05-01
17:50,664.68,43.54,209.91,2015-05-01
17:55,660.24,43.06,209.94,2015-05-01
18:00,643.71,42.69,209.95,2015-05-01
18:05,506.11,41.96,209.92,2015-05-01
18:10,450.16,41.31,209.92,2015-05-01
18:15,468.03,40.8,210.23,2015-05-01
18:20,354.62,40.26,210.06,2015-05-01
18:25,345.12,39.86,209.92,2015-05-01
18:30,328.55,39.58,210.18,2015-05-01
18:35,297.97,39,210.13,2015-05-01
18:40,284.62,38.68,209.94,2015-05-01
18:45,201.65,38.28,210,2015-05-01
18:50,173.23,37.76,209.96,2015-05-01
18:55,149.95,37.52,210.02,2015-05-01
19:00,111.7,37.1,210.02,2015-05-01
19:05,94.66,36.66,209.98,2015-05-01
19:10,72.15,36.38,209.97,2015-05-01
19:15,54.31,35.89,210.06,2015-05-01
19:20,30.73,35.78,209.94,2015-05-01
19:25,10.93,35.31,209.87,2015-05-01
19:30,1.33,35.02,209.72,2015-05-01
19:35,0,34.5,209.64,2015-05-01
19:40,0,34,209.71,2015-05-01
19:45,0,33.89,209.74,2015-05-01
19:50,0,33.38,209.8,2015-05-01
19:55,0,33.18,209.87,2015-05-01
6:20,0,21.21,209.47,2015-05-02
6:25,0,21.22,209.19,2015-05-02
6:30,0,21.26,209.14,2015-05-02
6:35,0.29,21.28,209.15,2015-05-02
6:40,9.85,21.3,209.12,2015-05-02
6:45,24.99,21.93,209.09,2015-05-02
6:50,48.66,22,209.14,2015-05-02
6:55,78.01,22.24,209.37,2015-05-02
7:00,98.81,22.58,209.38,2015-05-02
7:05,126.47,22.63,209.46,2015-05-02
7:10,149.88,23.14,209.15,2015-05-02
7:15,177.69,23.2,209.31,2015-05-02
7:20,198.41,23.55,209.33,2015-05-02
7:25,263.47,23.85,209.45,2015-05-02
7:30,352.47,24.48,209.48,2015-05-02
7:35,337.48,24.57,209.37,2015-05-02
7:40,325.61,25.08,209.2,2015-05-02
7:45,342.15,25.1,209.14,2015-05-02
